hotel_name,rating,review_count,hotel_rank,amenities,languages,hotel_class,price,best_price_source,restraunts_nearby,attractions_nearby,good_for_walkers_out_of_100,lat_long_link,best_features_as_per_reviews,city,cuisines,restaurant_names,lat,lon
Jonanjima Seaside Park Campsite,,,,[],['None'],[],,,,,,"4-2-2 Jonanjima, Ota Tokyo Prefecture",[],Tokyo,{},[],35.58442075,139.78165406761548
Hiroki Building,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Heiwajima Park Campsite,,,,[],['None'],[],,,15.0,6.0,70.0,"4-2-2 Heiwajima, Ota Tokyo Prefecture",[],Tokyo,{},[],,
Vacation Inn Heiwajima I,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Luye House,,,,[],['None'],[],,,483.0,12.0,66.0,"7-14-1 Nishikamata, Ota 144-0051 Tokyo Prefecture",[],Tokyo,{},[],,
Hostel BookCafe Haneda-Pudding,,,,[],['None'],[],,,81.0,6.0,78.0,"4-5-1 Haneda, Ota 144-0043 Tokyo Prefecture",[],Tokyo,{},[],35.51201905,139.71210205
M-1 Tokyo Higashikojiya,,,,[],['None'],[],,,79.0,5.0,71.0,"2-8-13 Higashikojiya, Ota 144-0033 Tokyo Prefecture",[],Tokyo,{},[],35.558004700000005,139.7499427
H2O STAY Kamata I - Male Only,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Addda2 Homestay,,,,[],['None'],[],,,112.0,2.0,63.0,"1-21-14 Nishikojiya, Ota 144-0034 Tokyo Prefecture",[],Tokyo,{},[],35.5549236,139.7309165
Hachico House,,,,"['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Restaurant', 'Baggage storage', 'Non-smoking hotel', 'Shared bathroom', 'Washing machine', 'Air conditioning', 'Desk', 'Clothes rack', 'Complimentary toiletries', 'Hair dryer']","['English', 'Japanese']",[],,,808.0,18.0,66.0,"7-42-7 Nishikamata, Ota 144-0051 Tokyo Prefecture",[],Tokyo,{},[],,
M-1 Tokyo Nakarokugo,,,,"['Hot bath', 'Children Activities (Kid / Family Friendly)']",['None'],[],,,119.0,6.0,63.0,"2-34-4 Nakarokugo, Ota 144-0055 Tokyo Prefecture",[],Tokyo,{},[],,
Tabi no Yado Omori Soko,,,,"['Free High Speed Internet (WiFi)', 'Bicycle rental', 'BBQ facilities', 'Non-smoking hotel', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area', 'Laundry service', 'Sun terrace', 'Air conditioning', 'Housekeeping', 'Clothes rack', 'Bath / shower', 'Hair dryer']",['None'],[],,,37.0,7.0,39.0,"4-23-2 Omorihigashi, Ota 143-0012 Tokyo Prefecture",[],Tokyo,{},[],,
The Aoca Tokyo Sanno,,,,[],['None'],[],,,282.0,12.0,84.0,"3-3-4 Sanno, Ota 143-0023 Tokyo Prefecture",[],Tokyo,{},[],,
Theatel Haneda II,,,,[],['None'],[],,,74.0,5.0,77.0,"羽田4-4-6, Ota 144-0043 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Hostel Enishi,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Bar / lounge', 'Board games / puzzles', 'Books, DVDs, music for children', 'Adults only', 'Non-smoking hotel', 'Laundry service', 'Coffee shop', 'Restaurant', 'Snack bar', 'Shared bathroom', 'Shared lounge / TV area', 'Air conditioning', 'Microwave', 'Refrigerator', 'Bath / shower', 'Hair dryer']","['English', 'Chinese', 'Japanese']",[],,,229.0,11.0,79.0,"3-23-5 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Mustard Hotel Shimokitazawa,,,,[],['None'],[],,,527.0,39.0,92.0,"3-9-19 Kitazawa, Setagaya 155-0031 Tokyo Prefecture",[],Tokyo,{},[],35.663467700000005,139.66815400000002
Tokachi Homestay 3,,,,[],['None'],[],,,573.0,18.0,85.0,"1-15-19 Taishido, Setagaya 154-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Monthly Mansion Yoga,,,,[],['None'],[],,,144.0,4.0,82.0,"2-28-14 Yoga, Setagaya 158-0097 Tokyo Prefecture",[],Tokyo,{},[],,
Karen Homestay,,,,[],['None'],[],,,264.0,16.0,64.0,"2-24-1 Higashitamagawa, Setagaya 158-0084 Tokyo Prefecture",[],Tokyo,{},[],,
Robert's Home,,,,[],['None'],[],,,65.0,7.0,75.0,"3-25-23 Komazawa, Setagaya 154-0012 Tokyo Prefecture",[],Tokyo,{},[],,
Modern Living Futako-Tamagawa,,,,[],['None'],[],,,325.0,25.0,79.0,"1-9-1 Kamata, Setagaya 157-0077 Tokyo Prefecture",[],Tokyo,{},[],,
Hotel Lee,,,,[],['None'],[],,,229.0,11.0,79.0,"3-23-5 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Business Hotel Futakotamagawa Inn,,,,"['Hot bath', 'Laundry service']",['None'],[],,,393.0,18.0,89.0,"2-25-10 Tamagawa, Setagaya 158-0094 Tokyo Prefecture",[],Tokyo,{},[],35.6078296,139.6293005
Ukon House,,,,[],['None'],[],,,134.0,4.0,70.0,"1-40-4 Matsubara, Setagaya 156-0043 Tokyo Prefecture",[],Tokyo,{},[],,
Beckysakura House,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
Coto Tokyo Shibuya 8,,,,[],['None'],[],,,269.0,14.0,79.0,"3-5-39 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
The Wardrobe Hostel Forest Shimokitazawa,,,,[],['None'],[],,,804.0,54.0,88.0,"2-12-12 Kitazawa Kuwata Bldg 3F, Setagaya 155-0031 Tokyo Prefecture",[],Tokyo,{},[],,
Haruhana,,,,[],['None'],[],,,291.0,8.0,70.0,"3-32-12 Kasuya 3F, Setagaya 157-0063 Tokyo Prefecture",[],Tokyo,{},[],,
Real Life Meguro River,,,,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Private check-in / check-out', 'Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Desk', 'Dining area', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Separate dining area', 'Separate living room', 'Sofa', 'Wardrobe / wardrobe', 'Clothes rack', 'Iron', 'Private bathrooms', 'Kitchenette', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'City view', 'Bridal suite', 'Non-smoking rooms', 'Suites', 'Family rooms']","['English', 'Chinese', 'Japanese', 'Korean']",[],,,263.0,14.0,81.0,"3-4-13 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Coto Tokyo Shibuya 4,,,,"['Free High Speed Internet (WiFi)', 'Kids stay free', 'Highchairs available', 'Umbrella', 'Washing machine', 'Air conditioning', 'Dining area', 'Kitchenette', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Stovetop', 'Electric kettle', 'Kitchenware', 'Hair dryer', 'Non-smoking rooms']","['English', 'Japanese']",[],,,240.0,12.0,78.0,"2-25-7 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Hostel Wa,,,,"['Hot bath', 'Highchairs available', 'Air conditioning', 'Additional bathroom', 'Seating area', 'Clothes rack', 'Kitchenette', 'Microwave', 'Bath / shower', 'Complimentary toiletries', 'Iron', 'Refrigerator', 'Kitchenware', 'Hair dryer']","['English', 'Japanese']",[],,,313.0,12.0,82.0,"3-15-5 Taishido, Setagaya 154-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Soshigaya Apartment,,,,[],['None'],[],,,157.0,4.0,74.0,"3-24-5 Soshigaya, Setagaya 157-0072 Tokyo Prefecture",[],Tokyo,{},[],,
JamHouse Amaterasu,,,,"['Free High Speed Internet (WiFi)', 'Bicycle rental', 'Darts', 'Car hire', 'Business Centre with Internet Access', 'Meeting rooms', 'Baggage storage', 'Convenience store', 'Non-smoking hotel', 'Shared kitchen', 'Shared lounge / TV area', 'Laundry service', 'Air conditioning', 'Clothes rack', 'Coffee / tea maker', 'Kitchenette', 'Microwave', 'Refrigerator', 'Kitchenware']","['English', 'Chinese', 'Japanese']",[],,,111.0,6.0,76.0,"2-33-7 Komazawa, Setagaya 154-0012 Tokyo Prefecture",[],Tokyo,{},[],,
Coto Tokyo Shibuya 9,,,,[],['None'],[],,,222.0,13.0,80.0,"2-12-15 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Sancha Republic Tokyo,,,,[],['None'],[],,,351.0,8.0,82.0,"2-4-11 Taishido, Setagaya 154-0004 Tokyo Prefecture",[],Tokyo,{},[],,
COTO Tokyo Shibuya 5,,,,[],['None'],[],,,114.0,3.0,78.0,"3-16-9 Kamiuma, Setagaya 154-0011 Tokyo Prefecture",[],Tokyo,{},[],,
COTO Tokyo Shibuya 7,,,,[],['None'],[],,,271.0,14.0,81.0,"3-5-39 Ikejiri, Setagaya 154-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Shibuya House,,,,[],['None'],[],,,926.0,67.0,79.0,"6-34-17 Chiyoda, Setagaya 155-0033 Tokyo Prefecture",[],Tokyo,{},[],,
Port House Hatsudai,,,,[],['None'],[],,,209.0,13.0,93.0,"1-4-4 Hommachi, Shibuya 151-0071 Tokyo Prefecture",[],Tokyo,{},[],,
F.L.A.G. Hostel & Stay,,,,[],['None'],[],,,568.0,22.0,68.0,"3-60-15 Hatagaya, Shibuya 151-0072 Tokyo Prefecture",[],Tokyo,{},[],,
Two Way,,,,['Hot bath'],['None'],[],,,1458.0,98.0,100.0,"15-2 Maruyamacho, Shibuya 150-0044 Tokyo Prefecture",[],Tokyo,{},[],35.6576798,139.69502849999998
Harajuku Hostel,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
The SSAW Hostel Shibuya Yutenji,,,,[],['None'],[],,,174.0,11.0,81.0,"Yutenji 2-14-1 202 Fiore Yutenji 202, Shibuya 153-0052 Tokyo Prefecture",[],Tokyo,{},[],,
Von Bale Daikanyama Homestay,,,,[],['None'],[],,,717.0,52.0,100.0,"7-14 Uguisudanicho, Shibuya 150-0032 Tokyo Prefecture",[],Tokyo,{},[],35.6527467,139.70177019999997
Salon Shibuya,,,,[],['None'],[],,,1455.0,117.0,100.0,"42-12 Udagawacho, Shibuya 150-0042 Tokyo Prefecture",[],Tokyo,{},[],35.662075200000004,139.6974957
Tokyo Trip Stay 2,,,,[],['None'],[],,,168.0,11.0,90.0,"2-39-7 Hommachi, Shibuya 151-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Natural Ellipse,,,,['Hot bath'],['None'],[],,,1900.0,132.0,100.0,"7-1 Maruyamacho, Shibuya 150-0044 Tokyo Prefecture",[],Tokyo,{},[],35.6576798,139.69502849999998
Jean Maruyamamachi Apartment,,,,[],['None'],[],,,1764.0,121.0,100.0,"7-2 Maruyamamachi, Shibuya 150-0044 Tokyo Prefecture",[],Tokyo,{},[],,
Omotenashi Homestay 2,,,,[],['None'],[],,,986.0,70.0,100.0,"7-2 Sakuragaokacho, Shibuya 150-0031 Tokyo Prefecture",[],Tokyo,{},[],35.6556312,139.70090390000001
Shibuya Capsule Bamboo Hotel,,,,[],['None'],[],,,692.0,52.0,100.0,"25-5 Maruyamacho, Shibuya 150-0044 Tokyo Prefecture",[],Tokyo,{},[],35.6576798,139.69502849999998
Dong Apartment,,,,[],['None'],[],,,2342.0,183.0,100.0,"2-19-3 Dogenzaka, Shibuya 150-0043 Tokyo Prefecture",[],Tokyo,{},[],35.656733700000004,139.6956351
Lapis Designer Shinjuku Residence Ⅱ,,,,[],['None'],[],,,151.0,11.0,91.0,"3-18-5 Hommachi, Shibuya 151-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Prince Smart Inn Ebisu,,,,['Free High Speed Internet (WiFi)'],['None'],[],,,708.0,37.0,90.0,"3-11-25 Ebisuminami, Shibuya 150-0022 Tokyo Prefecture",[],Tokyo,{},[],,
Flower House,,,,[],['None'],[],,,243.0,6.0,76.0,"3-25-5 Hatagaya, Shibuya 151-0072 Tokyo Prefecture",[],Tokyo,{},[],,
Apartment Fuji,,,,[],['None'],[],,,163.0,11.0,90.0,"2-33-2 Hommachi, Shibuya 151-0071 Tokyo Prefecture",[],Tokyo,{},[],,
"5 min Station, Local apartment, Yoyogi, Shinjyuku",,,,[],['None'],[],,,347.0,19.0,100.0,"2-32-1 Yoyogi Do missile Yoyogi, Shibuya 151-0053 Tokyo Prefecture",[],Tokyo,{},[],,
F Apt 202 Mickey House Shibuya Shinjuku,,,,[],['None'],[],,,109.0,5.0,82.0,"4-41-12 Hommachi, Shibuya 151-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Hachimanyama＇s Room,,,,[],['None'],[],,,99.0,3.0,79.0,"1-7-23 Kamitakaido, Suginami 168-0074 Tokyo Prefecture",[],Tokyo,{},[],,
Wise Owl Hostels River Tokyo,,,,[],['None'],[],,,219.0,34.0,100.0,"1-23-3 Mukojima, Sumida 131-0033 Tokyo Prefecture",[],Tokyo,{},[],,
Playsis Asakusa,,,,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Wifi', '24-hour security', 'Baggage storage', 'Non-smoking hotel', 'Shared kitchen', 'Self-serve laundry', 'Shared lounge / TV area', 'Air conditioning', 'Desk', 'Private balcony', 'Iron', 'Kitchenette', 'Microwave', 'Flatscreen TV', 'Bath / shower', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']","['English', 'Chinese', 'Japanese', 'Korean']",[],,,193.0,30.0,100.0,"1-12-2 Higashikomagata, Sumida 130-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Flower Apartment Inn Tokyo Shibuya,,,,[],['None'],[],,,115.0,7.0,85.0,"3 Hommachi, Shibuya 151-0071 Tokyo Prefecture",[],Tokyo,{},[],,
Mr.Kintaro Asakusa Higashi Komagata,,,,[],['None'],[],,,155.0,24.0,96.0,"1-10-9 Higashikomagata, Sumida 130-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Present,,,,"['Free High Speed Internet (WiFi)', 'Wifi']",['None'],[],,,64.0,6.0,69.0,"2-50-18 Eifuku, Suginami 168-0064 Tokyo Prefecture",[],Tokyo,{},[],35.6769648,139.641321
Yorozuya Ryokan,,,,[],['None'],[],,,115.0,11.0,77.0,"1-6-18 Eifuku, Suginami 168-0064 Tokyo Prefecture",[],Tokyo,{},[],35.6769648,139.641321
Shin-koenji Guesthouse,,,,"['Paid private parking nearby', 'Parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Baggage storage', 'Non-smoking hotel', 'Clothes dryer', 'Laundry service', 'Shared bathroom', 'Shared kitchen', 'Washing machine', 'Ironing service', 'Air conditioning', 'Clothes rack', 'Iron', 'Kitchenette', 'Microwave', 'Refrigerator', 'Bath / shower', 'Complimentary toiletries', 'Kitchenware', 'Hair dryer']","['English', 'Japanese', 'Korean']",[],,,25.0,11.0,57.0,"3-5-2 Horinouchi, Suginami 166-0013 Tokyo Prefecture",[],Tokyo,{},[],,
Leilei's Apartment,,,,[],['None'],[],,,207.0,13.0,73.0,"1-18-13 Koenjikita, Suginami 166-0002 Tokyo Prefecture",[],Tokyo,{},[],,
Kichijoji YM Apartment,,,,[],['None'],[],,,42.0,3.0,68.0,"3-14-16 Kamiogi, Suginami 167-0043 Tokyo Prefecture",[],Tokyo,{},[],,
Ins Style Apartment,,,,[],['None'],[],,,89.0,4.0,77.0,"1-3-17 Izumi, Suginami 168-0063 Tokyo Prefecture",[],Tokyo,{},[],,
Mapenrai Koenji,,,,[],['None'],[],,,507.0,30.0,79.0,"2-43-12 Koenjiminami, Suginami 166-0003 Tokyo Prefecture",[],Tokyo,{},[],,
Enzo Tokyo,,,,[],['None'],[],,,148.0,11.0,62.0,"1-32-10 Kamiigusa, Suginami 167-0023 Tokyo Prefecture",[],Tokyo,{},[],,
Laffitte Tokyo West,,,,[],['None'],[],,,421.0,12.0,74.0,"3-5-2 Nishi Ogiminami, Suginami 167-0053 Tokyo Prefecture",[],Tokyo,{},[],,
Koenji Shared House Private Room,,,,[],['None'],[],,,507.0,30.0,79.0,"2-43-12 Koenjiminami, Suginami 166-0003 Tokyo Prefecture",[],Tokyo,{},[],,
B&B Tokyo Casa,,,,[],['None'],[],,,103.0,22.0,48.0,"Naritanishi 4-6-31, Suginami 166-0016 Tokyo Prefecture",[],Tokyo,{},[],,
Airlog House,,,,[],['None'],[],,,17.0,8.0,64.0,"2-16-2 Eifuku, Suginami 168-0064 Tokyo Prefecture",[],Tokyo,{},[],35.6769648,139.641321
Katoreya House Koenji 506,,,,[],['None'],[],,,641.0,34.0,77.0,"4-7-1 Koenjiminami, Suginami 166-0003 Tokyo Prefecture",[],Tokyo,{},[],,
Casa Ririleo Koenji,,,,[],['None'],[],,,404.0,22.0,80.0,"3-23-11 Koenjiminami, Suginami 166-0003 Tokyo Prefecture",[],Tokyo,{},[],,
New Guest House in Ebisu,,,,[],['None'],[],,,544.0,28.0,93.0,"3-1-4, Ebisu, Shibuya 150-0013 Tokyo Prefecture",[],Tokyo,{},[],,
The Gratias Hotel Asakusa Residence,,,,[],['None'],[],,,1011.0,164.0,100.0,"2-3-11 Higashi Komada, Sumida 130-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Inn Sakura An,,,,[],['None'],[],,,196.0,29.0,100.0,"1-14-5 Higashikomagata, Sumida 130-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Joy Inn,,,,[],['None'],[],,,307.0,27.0,92.0,"12-7-6 Narihira, Sumida 130-0002 Tokyo Prefecture",[],Tokyo,{},[],,
Yayatyan Homestay,,,,[],['None'],[],,,369.0,16.0,100.0,"5-19-3, Sendagaya, Shibuya 151-0051 Tokyo Prefecture",[],Tokyo,{},[],,
Skytree Inn,,,,[],['None'],[],,,192.0,17.0,91.0,"2-34-2 Higashi Mukojima, Sumida 131-0032 Tokyo Prefecture",[],Tokyo,{},[],,
Eos Hotel Kinshicho,,,,[],['None'],[],,,457.0,24.0,86.0,"1-2-4 Kotobashi, Sumida 130-0022 Tokyo Prefecture",[],Tokyo,{},[],35.6954809,139.8149605
Loft Hotel Tokyo #Asakusa,,,,[],['None'],[],,,139.0,16.0,92.0,"3-23-3 Honjo, Sumida 130-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Jin Taro Apartment Hotel in Mei Ying Tang,,,,[],['None'],[],,,155.0,25.0,95.0,"1-10-10 Higashikomagata, Sumida 130-0005 Tokyo Prefecture",[],Tokyo,{},[],,
KAIKA Tokyo by THE SHARE HOTELS,,,,"['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Breakfast available', 'Bicycle rental', 'Meeting rooms', 'Baggage storage', 'Gift shop', 'Self-serve laundry', 'Vending machine', 'Umbrella', 'Blackout curtains', 'Air purifier', 'Air conditioning', 'Housekeeping', 'Private bathrooms', 'Flatscreen TV', 'Bidet', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']",['English'],[],,,131.0,17.0,93.0,"2-16-5 Honjo, Sumida 130-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Beauty of Bamboo,,,,[],['None'],[],,,560.0,32.0,87.0,"1-22-24 Kotobashi, Sumida 130-0022 Tokyo Prefecture",[],Tokyo,{},[],35.6954809,139.8149605
Aloha and Mahalo House,,,,[],['None'],[],,,173.0,16.0,57.0,"5-18-3 Tachibana, Sumida 131-0043 Tokyo Prefecture",[],Tokyo,{},[],,
One More Stay,,,,[],['None'],[],,,290.0,27.0,96.0,"4-24-13 Higashikomagata, Sumida 130-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Jeffery Skytree Residence Tokyo,,,,[],['None'],[],,,234.0,25.0,97.0,"3-8-11 Mukojima, Sumida 131-0033 Tokyo Prefecture",[],Tokyo,{},[],,
Yoosuu Homestay,,,,[],['None'],[],,,106.0,5.0,73.0,"6-13-10 Higashimukojima, Sumida 131-0032 Tokyo Prefecture",[],Tokyo,{},[],,
Tamanoi Building,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Airport transportation', 'Baggage storage', 'Non-smoking hotel', 'Shared lounge / TV area', 'Laundry service', 'Blackout curtains', 'Air conditioning', 'Housekeeping', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Hair dryer', 'Family rooms']","['English', 'Chinese', 'Japanese']",[],,,117.0,3.0,77.0,"3-6-14 Sumida, Sumida 131-0031 Tokyo Prefecture",[],Tokyo,{},[],,
Kinshicho Rental Room Paris,,,,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Wifi', 'Vending machine', 'Massage', 'Adults only', '24-hour front desk', 'Air conditioning', 'Housekeeping', 'Clothes rack', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']",['None'],[],,,802.0,33.0,82.0,"3-5-8 Kotobashi K Bldg. 5F Paris, Sumida 130-0022 Tokyo Prefecture",[],Tokyo,{},[],,
Wakura,,,,[],['None'],[],,,215.0,45.0,92.0,"1-17-2 Kamezawa, Sumida 130-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyobiyori Hotel,,,,[],['None'],[],,,552.0,86.0,100.0,"1-15-12 Azumabashi, Sumida 130-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Nest Inn Higashimukojima,,,,[],['None'],[],,,110.0,7.0,78.0,"4-41-1 Higashimukojima, Sumida 131-0032 Tokyo Prefecture",[],Tokyo,{},[],,
Asakusa Skytree Oshiage Hotel,,,,[],['None'],[],,,139.0,19.0,98.0,"2-14-9, Mukou-jima, Sumida 131-0033 Tokyo Prefecture",[],Tokyo,{},[],,
Oshiage Sumitei,,,,[],['None'],[],,,285.0,32.0,100.0,"3-28-3, Mukou-jima, Sumida 131-0033 Tokyo Prefecture",[],Tokyo,{},[],,
J Court Oshiage,,,,[],['None'],[],,,305.0,27.0,92.0,"1-13-8, Oshiage, Sumida 131-0045 Tokyo Prefecture",[],Tokyo,{},[],,
Establishment Asakusa,,,,[],['None'],[],,,179.0,17.0,94.0,"3-28-21, Oshiage, Sumida 131-0045 Tokyo Prefecture",[],Tokyo,{},[],,
Peaceful Friendly Homestay,,,,[],['None'],[],,,221.0,18.0,100.0,"4-18-13, Mukou-jima, Sumida 131-0033 Tokyo Prefecture",[],Tokyo,{},[],,
T-home,,,,[],['None'],[],,,300.0,27.0,92.0,"1-12-4, Oshiage, Sumida 131-0045 Tokyo Prefecture",[],Tokyo,{},[],,
Zens Skytree,,,,[],['None'],[],,,325.0,31.0,96.0,"3-43-3 Mukojima, Sumida 131-0033 Tokyo Prefecture",[],Tokyo,{},[],,
T-home 2,,,,[],['None'],[],,,174.0,14.0,92.0,"3-1-6, Oshiage, Sumida 131-0045 Tokyo Prefecture",[],Tokyo,{},[],,
Upper Hotel Ryogoku,,,,[],['None'],[],,,257.0,90.0,91.0,"1-15-2 Ryogoku, Sumida 130-0026 Tokyo Prefecture",[],Tokyo,{},[],,
Ikidane Residential Hotel Sumida Kyojima,,,,[],['None'],[],,,126.0,4.0,77.0,"3-32-10 Kyojima, Sumida 131-0046 Tokyo Prefecture",[],Tokyo,{},[],,
Oyado Kien,,,,[],['None'],[],,,128.0,25.0,89.0,"2-21-6 Kamezawa, Sumida 130-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Calm Asakusa Kaminarimon,,,,[],['None'],[],,,522.0,85.0,100.0,"1-15-7 Azumabashi, Sumida 130-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Iheyas Hotel Skytree,,,,[],['None'],[],,,,,,Name/address in local language,[],Tokyo,{},[],,
ZAITO Tokyo Yokokawa Economy Inn,,,,[],['None'],[],,,184.0,12.0,93.0,"4-12-7 Yokokawqa, Sumida 130-0003 Tokyo Prefecture",[],Tokyo,{},[],,
LBL Homestay,,,,[],['None'],[],,,116.0,12.0,91.0,"2-7-2 Honjo, Sumida 130-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Buena Arte Hostel,,,,[],['None'],[],,,100.0,26.0,86.0,"2-9-11 Yokoami, Sumida 130-0015 Tokyo Prefecture",[],Tokyo,{},[],,
High Five Guest House,,,,[],['None'],[],,,100.0,12.0,81.0,"3-22-5 Nishi Sugamo, Toshima 170-0001 Tokyo Prefecture",[],Tokyo,{},[],,
Tokyo Zaito Center,,,,[],['None'],[],,,197.0,22.0,88.0,"1-11-115 Kikukawa, Sumida 130-0024 Tokyo Prefecture",[],Tokyo,{},[],,
Sunrise Ikebukuro,,,,[],['None'],[],,,178.0,10.0,83.0,"2-30-1 Kamiikebukuro, Toshima 170-0012 Tokyo Prefecture",[],Tokyo,{},[],,
Brt House,,,,[],['None'],[],,,267.0,8.0,86.0,"4-7-10 Ikebukuro Miyako Heights, Toshima 171-0014 Tokyo Prefecture",[],Tokyo,{},[],,
YY West Ikebukuro Homestay,,,,[],['None'],[],,,308.0,23.0,97.0,"2-1-8 Nishi Ikebukuro, Toshima 171-0021 Tokyo Prefecture",[],Tokyo,{},[],,
East Ikebukuro Apartment,,,,[],['None'],[],,,52.0,11.0,79.0,"1-48-14 Zoshigaya, Toshima 171-0032 Tokyo Prefecture",[],Tokyo,{},[],,
Minas Apartment,,,,[],['None'],[],,,417.0,16.0,91.0,"2-34-4 Otsuka, Toshima 170-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Dongju Commercial Fashion Apartment,,,,[],['None'],[],,,103.0,6.0,67.0,"1-22-24 Kanamecho, Toshima 171-0043 Tokyo Prefecture",[],Tokyo,{},[],,
Reimi Mondo,,,,[],['None'],[],,,215.0,8.0,87.0,"池袋 1-16-33, Toshima 170-0014 Tokyo Prefecture",[],Tokyo,{},[],,
OYO Hotel Aurora Ikebukuro,,,,[],['None'],[],,,1375.0,73.0,92.0,"2-18-2 Ikebukuro, Toshima 160-0023 Tokyo Prefecture",[],Tokyo,{},[],,
SouthOtsuka Floor2WiFiMax8PplAirport50Mins,,,,[],['None'],[],,,508.0,20.0,92.0,"3-34-12 Minami Otsuka Daiichi Ichida Building, Toshima 170-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Uhome Ikebukuro Villa 6,,,,[],['None'],[],,,59.0,3.0,73.0,"1-45-16 Ikebukurohon-cho, Toshima 170-0011 Tokyo Prefecture",[],Tokyo,{},[],,
Station Condominium Otsuka,,,,[],['None'],[],,,508.0,20.0,92.0,"3-34-12 Minamiotsuka, Toshima 170-0005 Tokyo Prefecture",[],Tokyo,{},[],,
Otsuka Station Apartment Hotel,,,,[],['None'],[],,,471.0,17.0,90.0,"2-11-3 Kitaotsuka, Toshima 170-0004 Tokyo Prefecture",[],Tokyo,{},[],,
Time Sharing Stay Ikebukuro,,,,[],['None'],[],,,520.0,52.0,96.0,"3-20-3 Higashiikebukuro, Toshima 170-0013 Tokyo Prefecture",[],Tokyo,{},[],,
Customer Homestay Ikebukuro,,,,[],['None'],[],,,719.0,49.0,97.0,"3-12-15 Minami Ikebukuro, Toshima 171-0022 Tokyo Prefecture",[],Tokyo,{},[],35.7253435,139.715134
Buff Zongzhi Valley Apartment,,,,[],['None'],[],,,194.0,34.0,94.0,"3-10-2 Zoshigaya, Toshima 171-0032 Tokyo Prefecture",[],Tokyo,{},[],,
Ikebukuro Good Hotel,,,,['Hot bath'],['None'],[],,,1121.0,56.0,94.0,"2-56-7 Ikebukuro, Toshima 170-0014 Tokyo Prefecture",[],Tokyo,{},[],,
Yixuanjia,,,,[],['None'],[],,,59.0,4.0,64.0,"2-29-11 Ikebukurohoncho, Toshima 170-0011 Tokyo Prefecture",[],Tokyo,{},[],,
